shortwave_radiation,direct_radiation,diffuse_radiation,temperature_2m,windspeed_10m,date
351.0,587.2,97.0,19.1,14.3,2023-06-21 07:00:00
498.0,664.2,119.0,20.5,13.7,2023-06-21 08:00:00
612.0,677.2,144.0,21.9,15.1,2023-06-21 09:00:00
687.0,684.5,149.0,22.8,15.6,2023-06-21 10:00:00
801.0,768.3,149.0,23.5,16.0,2023-06-21 11:00:00
850.0,828.7,125.0,24.1,17.7,2023-06-21 12:00:00
779.0,730.1,149.0,24.1,16.4,2023-06-21 13:00:00
768.0,795.3,121.0,24.1,15.3,2023-06-21 14:00:00
689.0,795.7,108.0,23.8,14.4,2023-06-21 15:00:00
571.0,769.7,95.0,23.2,12.8,2023-06-21 16:00:00
427.0,708.0,83.0,22.5,10.9,2023-06-21 17:00:00
274.0,594.2,71.0,21.5,8.9,2023-06-21 18:00:00
125.0,332.4,60.0,20.3,5.7,2023-06-21 19:00:00
26.0,40.7,22.0,18.2,5.4,2023-06-21 20:00:00
0.0,0.0,0.0,17.5,4.7,2023-06-21 21:00:00
0.0,0.0,0.0,17.0,4.7,2023-06-21 22:00:00
0.0,0.0,0.0,16.5,5.0,2023-06-21 23:00:00
0.0,0.0,0.0,16.7,4.9,2023-06-22 00:00:00
0.0,0.0,0.0,16.3,5.5,2023-06-22 01:00:00
0.0,0.0,0.0,15.4,6.0,2023-06-22 02:00:00
0.0,0.0,0.0,15.3,6.1,2023-06-22 03:00:00
8.0,0.0,8.0,15.6,6.7,2023-06-22 04:00:00
82.0,282.4,42.0,16.8,7.7,2023-06-22 05:00:00
205.0,458.2,74.0,18.6,7.6,2023-06-22 06:00:00
290.0,294.0,163.0,20.5,8.4,2023-06-22 07:00:00
407.0,324.5,222.0,22.4,8.9,2023-06-22 08:00:00
593.0,589.3,186.0,24.1,9.0,2023-06-22 09:00:00
672.0,621.1,184.0,24.8,9.0,2023-06-22 10:00:00
304.0,34.2,275.0,23.7,12.6,2023-06-22 11:00:00
245.0,19.4,228.0,21.1,3.7,2023-06-22 12:00:00
43.0,0.0,43.0,20.6,10.5,2023-06-22 13:00:00
148.0,1.2,147.0,20.6,13.6,2023-06-22 14:00:00
58.0,0.0,58.0,20.0,11.9,2023-06-22 15:00:00
40.0,1.6,39.0,19.9,10.2,2023-06-22 16:00:00
27.0,0.0,27.0,19.7,17.5,2023-06-22 17:00:00
23.0,0.0,23.0,18.6,18.6,2023-06-22 18:00:00
13.0,0.0,13.0,17.7,19.7,2023-06-22 19:00:00
6.0,0.0,6.0,17.5,18.2,2023-06-22 20:00:00
0.0,0.0,0.0,17.3,15.5,2023-06-22 21:00:00
0.0,0.0,0.0,17.2,15.5,2023-06-22 22:00:00
0.0,0.0,0.0,17.1,15.6,2023-06-22 23:00:00
0.0,0.0,0.0,16.3,15.8,2023-06-23 00:00:00
0.0,0.0,0.0,15.7,14.6,2023-06-23 01:00:00
0.0,0.0,0.0,15.3,12.5,2023-06-23 02:00:00
0.0,0.0,0.0,15.1,12.3,2023-06-23 03:00:00
8.0,27.6,6.0,15.2,13.3,2023-06-23 04:00:00
84.0,318.3,39.0,16.1,13.0,2023-06-23 05:00:00
214.0,522.3,65.0,17.6,11.5,2023-06-23 06:00:00
363.0,649.0,83.0,19.3,10.7,2023-06-23 07:00:00
511.0,732.2,94.0,20.9,10.4,2023-06-23 08:00:00
647.0,789.6,102.0,22.2,11.9,2023-06-23 09:00:00
719.0,742.4,136.0,23.0,12.9,2023-06-23 10:00:00
779.0,749.8,143.0,23.7,13.3,2023-06-23 11:00:00
787.0,737.3,142.0,24.3,13.0,2023-06-23 12:00:00
823.0,819.2,116.0,24.5,12.8,2023-06-23 13:00:00
780.0,791.2,136.0,24.5,13.4,2023-06-23 14:00:00
626.0,540.5,231.0,23.9,13.7,2023-06-23 15:00:00
559.0,725.2,110.0,23.6,12.1,2023-06-23 16:00:00
398.0,560.9,125.0,23.0,8.9,2023-06-23 17:00:00
265.0,551.8,76.0,22.5,6.0,2023-06-23 18:00:00
122.0,320.8,59.0,21.2,3.6,2023-06-23 19:00:00
26.0,60.8,20.0,21.2,1.8,2023-06-23 20:00:00
0.0,0.0,0.0,18.3,5.2,2023-06-23 21:00:00
0.0,0.0,0.0,17.4,6.1,2023-06-23 22:00:00
0.0,0.0,0.0,16.7,6.5,2023-06-23 23:00:00
0.0,0.0,0.0,17.0,7.0,2023-06-24 00:00:00
0.0,0.0,0.0,17.1,5.6,2023-06-24 01:00:00
0.0,0.0,0.0,15.9,7.4,2023-06-24 02:00:00
0.0,0.0,0.0,15.1,7.9,2023-06-24 03:00:00
8.0,27.8,6.0,14.7,8.4,2023-06-24 04:00:00
83.0,312.0,39.0,15.8,10.0,2023-06-24 05:00:00
204.0,463.8,72.0,17.2,8.7,2023-06-24 06:00:00
356.0,636.1,82.0,18.9,8.7,2023-06-24 07:00:00
505.0,722.4,94.0,20.7,8.4,2023-06-24 08:00:00
638.0,777.1,102.0,22.3,8.4,2023-06-24 09:00:00
745.0,810.3,109.0,23.6,7.9,2023-06-24 10:00:00
816.0,831.4,111.0,24.5,7.7,2023-06-24 11:00:00
833.0,800.4,133.0,25.8,9.2,2023-06-24 12:00:00
796.0,770.5,131.0,26.1,8.4,2023-06-24 13:00:00
681.0,613.0,182.0,26.5,8.4,2023-06-24 14:00:00
601.0,623.8,145.0,26.5,8.2,2023-06-24 15:00:00
536.0,684.5,112.0,26.5,7.3,2023-06-24 16:00:00
403.0,640.6,91.0,25.4,9.6,2023-06-24 17:00:00
258.0,530.9,76.0,23.5,12.5,2023-06-24 18:00:00
127.0,396.7,49.0,22.3,8.2,2023-06-24 19:00:00
28.0,121.4,16.0,20.7,6.1,2023-06-24 20:00:00
0.0,0.0,0.0,19.7,7.4,2023-06-24 21:00:00
0.0,0.0,0.0,18.9,7.2,2023-06-24 22:00:00
0.0,0.0,0.0,18.4,7.9,2023-06-24 23:00:00
0.0,0.0,0.0,18.8,10.5,2023-06-25 00:00:00
0.0,0.0,0.0,18.1,9.5,2023-06-25 01:00:00
0.0,0.0,0.0,17.6,9.0,2023-06-25 02:00:00
0.0,0.0,0.0,17.3,9.3,2023-06-25 03:00:00
8.0,27.9,6.0,17.3,9.4,2023-06-25 04:00:00
84.0,327.0,38.0,18.5,9.5,2023-06-25 05:00:00
213.0,532.0,62.0,20.2,7.9,2023-06-25 06:00:00
363.0,662.8,78.0,22.3,7.9,2023-06-25 07:00:00
513.0,747.9,88.0,24.1,8.9,2023-06-25 08:00:00
646.0,798.1,96.0,25.7,9.1,2023-06-25 09:00:00
752.0,827.4,103.0,26.9,9.4,2023-06-25 10:00:00
823.0,844.7,107.0,27.8,10.4,2023-06-25 11:00:00
853.0,852.0,108.0,29.0,13.3,2023-06-25 12:00:00
835.0,827.4,121.0,29.4,13.7,2023-06-25 13:00:00
780.0,823.0,110.0,29.8,14.6,2023-06-25 14:00:00
679.0,766.0,119.0,29.8,14.5,2023-06-25 15:00:00
555.0,715.0,112.0,29.6,13.3,2023-06-25 16:00:00
421.0,701.9,79.0,29.0,10.8,2023-06-25 17:00:00
269.0,586.0,68.0,28.1,7.3,2023-06-25 18:00:00
128.0,401.4,49.0,26.2,7.9,2023-06-25 19:00:00
28.0,121.3,16.0,24.5,9.4,2023-06-25 20:00:00
0.0,0.0,0.0,23.8,10.8,2023-06-25 21:00:00
0.0,0.0,0.0,23.2,12.2,2023-06-25 22:00:00
0.0,0.0,0.0,22.7,12.4,2023-06-25 23:00:00
0.0,0.0,0.0,22.7,14.0,2023-06-26 00:00:00
0.0,0.0,0.0,21.4,18.5,2023-06-26 01:00:00
0.0,0.0,0.0,19.4,16.4,2023-06-26 02:00:00
0.0,0.0,0.0,18.8,18.1,2023-06-26 03:00:00
7.0,14.0,6.0,18.6,15.5,2023-06-26 04:00:00
61.0,99.8,47.0,19.0,16.6,2023-06-26 05:00:00
174.0,272.1,97.0,19.3,20.3,2023-06-26 06:00:00
301.0,382.1,137.0,19.5,22.3,2023-06-26 07:00:00
436.0,544.5,127.0,19.5,21.3,2023-06-26 08:00:00
655.0,797.4,106.0,19.9,21.5,2023-06-26 09:00:00
769.0,833.0,116.0,20.2,22.0,2023-06-26 10:00:00
831.0,818.0,138.0,20.6,20.7,2023-06-26 11:00:00
807.0,638.3,249.0,20.3,22.7,2023-06-26 12:00:00
659.0,388.3,324.0,20.1,22.5,2023-06-26 13:00:00
738.0,706.4,163.0,20.2,22.1,2023-06-26 14:00:00
651.0,715.4,128.0,20.1,21.7,2023-06-26 15:00:00
531.0,681.0,109.0,19.8,19.7,2023-06-26 16:00:00
397.0,625.8,92.0,19.4,17.1,2023-06-26 17:00:00
235.0,466.3,75.0,18.8,13.9,2023-06-26 18:00:00
128.0,391.2,51.0,18.0,8.9,2023-06-26 19:00:00
28.0,111.2,17.0,16.7,7.1,2023-06-26 20:00:00
0.0,0.0,0.0,15.7,6.4,2023-06-26 21:00:00
0.0,0.0,0.0,14.7,6.1,2023-06-26 22:00:00
0.0,0.0,0.0,14.3,5.6,2023-06-26 23:00:00
0.0,0.0,0.0,14.3,6.0,2023-06-27 00:00:00
0.0,0.0,0.0,13.4,7.2,2023-06-27 01:00:00
0.0,0.0,0.0,13.4,7.1,2023-06-27 02:00:00
0.0,0.0,0.0,14.0,7.0,2023-06-27 03:00:00
5.0,0.0,5.0,14.4,5.9,2023-06-27 04:00:00
58.0,21.5,55.0,15.7,6.9,2023-06-27 05:00:00
143.0,95.7,116.0,16.8,7.2,2023-06-27 06:00:00
257.0,184.4,178.0,17.9,8.7,2023-06-27 07:00:00
453.0,485.2,178.0,19.0,12.2,2023-06-27 08:00:00
556.0,491.4,218.0,20.0,14.7,2023-06-27 09:00:00
508.0,232.3,326.0,20.1,17.6,2023-06-27 10:00:00
567.0,240.9,363.0,20.1,18.7,2023-06-27 11:00:00
550.0,222.0,356.0,19.7,17.5,2023-06-27 12:00:00
344.0,51.0,300.0,19.4,17.5,2023-06-27 13:00:00
315.0,50.4,274.0,19.3,17.8,2023-06-27 14:00:00
313.0,71.1,261.0,19.1,17.4,2023-06-27 15:00:00
356.0,213.0,224.0,19.1,15.8,2023-06-27 16:00:00
239.0,129.3,176.0,18.8,13.9,2023-06-27 17:00:00
183.0,134.1,137.0,18.4,10.5,2023-06-27 18:00:00
66.0,5.1,65.0,17.8,6.9,2023-06-27 19:00:00
8.0,0.0,8.0,17.3,5.2,2023-06-27 20:00:00
0.0,0.0,0.0,16.7,6.2,2023-06-27 21:00:00
0.0,0.0,0.0,16.0,9.1,2023-06-27 22:00:00
0.0,0.0,0.0,15.8,8.4,2023-06-27 23:00:00
0.0,0.0,0.0,15.3,4.9,2023-06-28 00:00:00
0.0,0.0,0.0,14.9,5.9,2023-06-28 01:00:00
0.0,0.0,0.0,14.9,8.7,2023-06-28 02:00:00
0.0,0.0,0.0,14.7,9.7,2023-06-28 03:00:00
2.0,0.0,2.0,14.8,12.0,2023-06-28 04:00:00
19.0,0.0,19.0,15.1,12.4,2023-06-28 05:00:00
46.0,0.0,46.0,15.5,12.4,2023-06-28 06:00:00
80.0,0.0,80.0,16.0,12.9,2023-06-28 07:00:00
107.0,0.0,107.0,16.6,12.4,2023-06-28 08:00:00
151.0,13.1,142.0,17.4,11.8,2023-06-28 09:00:00
221.0,24.3,202.0,19.2,14.5,2023-06-28 10:00:00
315.0,34.3,286.0,20.1,15.1,2023-06-28 11:00:00
231.0,17.2,216.0,20.6,15.1,2023-06-28 12:00:00
180.0,0.0,180.0,20.1,15.4,2023-06-28 13:00:00
169.0,28.3,146.0,20.6,13.9,2023-06-28 14:00:00
201.0,17.8,188.0,21.2,13.8,2023-06-28 15:00:00
212.0,50.0,181.0,21.5,14.1,2023-06-28 16:00:00
162.0,47.2,139.0,21.5,11.5,2023-06-28 17:00:00
134.0,75.8,108.0,21.2,10.4,2023-06-28 18:00:00
88.0,91.6,70.0,20.4,6.3,2023-06-28 19:00:00
20.0,10.1,19.0,18.8,5.4,2023-06-28 20:00:00
0.0,0.0,0.0,18.2,5.5,2023-06-28 21:00:00
0.0,0.0,0.0,17.5,6.4,2023-06-28 22:00:00
0.0,0.0,0.0,16.5,7.7,2023-06-28 23:00:00
0.0,0.0,0.0,18.1,7.8,2023-06-29 00:00:00
0.0,0.0,0.0,18.3,6.6,2023-06-29 01:00:00
0.0,0.0,0.0,18.1,6.8,2023-06-29 02:00:00
0.0,0.0,0.0,18.0,8.7,2023-06-29 03:00:00
3.0,0.0,3.0,17.9,11.8,2023-06-29 04:00:00
48.0,14.4,46.0,18.0,12.2,2023-06-29 05:00:00
137.0,75.0,116.0,18.5,14.8,2023-06-29 06:00:00
267.0,255.6,158.0,19.4,17.8,2023-06-29 07:00:00
386.0,350.5,188.0,20.7,18.4,2023-06-29 08:00:00
451.0,276.9,261.0,21.3,19.6,2023-06-29 09:00:00
422.0,186.7,276.0,21.6,19.1,2023-06-29 10:00:00
497.0,146.6,373.0,21.9,19.3,2023-06-29 11:00:00
596.0,394.1,252.0,19.8,18.5,2023-06-29 12:00:00
359.0,84.7,286.0,20.8,18.5,2023-06-29 13:00:00
571.0,374.9,266.0,21.5,22.4,2023-06-29 14:00:00
438.0,295.6,222.0,20.4,19.2,2023-06-29 15:00:00
387.0,332.6,181.0,19.5,20.5,2023-06-29 16:00:00
186.0,67.7,153.0,18.5,18.8,2023-06-29 17:00:00
79.0,2.9,78.0,17.8,19.0,2023-06-29 18:00:00
38.0,30.6,32.0,17.3,17.7,2023-06-29 19:00:00
17.0,40.6,13.0,16.4,12.8,2023-06-29 20:00:00
0.0,0.0,0.0,15.8,8.9,2023-06-29 21:00:00
0.0,0.0,0.0,15.1,6.9,2023-06-29 22:00:00
0.0,0.0,0.0,14.0,7.4,2023-06-29 23:00:00
0.0,0.0,0.0,13.6,8.6,2023-06-30 00:00:00
0.0,0.0,0.0,13.0,8.1,2023-06-30 01:00:00
0.0,0.0,0.0,12.4,7.8,2023-06-30 02:00:00
0.0,0.0,0.0,12.0,7.3,2023-06-30 03:00:00
7.0,28.9,5.0,12.1,7.0,2023-06-30 04:00:00
83.0,332.9,37.0,13.6,10.2,2023-06-30 05:00:00
210.0,502.1,70.0,15.4,9.8,2023-06-30 06:00:00
361.0,634.9,91.0,17.0,10.9,2023-06-30 07:00:00
511.0,741.2,93.0,18.2,10.1,2023-06-30 08:00:00
582.0,642.0,142.0,19.1,11.6,2023-06-30 09:00:00
551.0,421.1,222.0,19.6,11.6,2023-06-30 10:00:00
550.0,259.2,331.0,19.7,13.9,2023-06-30 11:00:00
634.0,390.9,293.0,20.7,19.6,2023-06-30 12:00:00
679.0,531.6,221.0,21.3,20.5,2023-06-30 13:00:00
640.0,552.2,191.0,21.4,23.3,2023-06-30 14:00:00
476.0,308.0,251.0,21.1,22.2,2023-06-30 15:00:00
378.0,240.6,229.0,20.6,21.5,2023-06-30 16:00:00
311.0,291.6,169.0,19.7,19.1,2023-06-30 17:00:00
145.0,122.6,103.0,18.4,17.9,2023-06-30 18:00:00
54.0,15.3,51.0,17.9,16.6,2023-06-30 19:00:00
9.0,0.0,9.0,17.5,13.8,2023-06-30 20:00:00
0.0,0.0,0.0,17.1,11.2,2023-06-30 21:00:00
0.0,0.0,0.0,17.3,12.6,2023-06-30 22:00:00
0.0,0.0,0.0,17.7,17.8,2023-06-30 23:00:00
0.0,0.0,0.0,17.2,21.7,2023-07-01 00:00:00
0.0,0.0,0.0,17.1,25.0,2023-07-01 01:00:00
0.0,0.0,0.0,17.2,24.9,2023-07-01 02:00:00
0.0,0.0,0.0,17.2,24.2,2023-07-01 03:00:00
1.0,0.0,1.0,17.2,24.1,2023-07-01 04:00:00
14.0,0.0,14.0,17.2,23.2,2023-07-01 05:00:00
80.0,43.2,68.0,17.7,25.5,2023-07-01 06:00:00
54.0,0.0,54.0,17.6,22.7,2023-07-01 07:00:00
103.0,10.7,97.0,18.1,24.2,2023-07-01 08:00:00
116.0,4.4,113.0,18.5,25.5,2023-07-01 09:00:00
73.0,0.0,73.0,18.0,22.9,2023-07-01 10:00:00
117.0,3.6,114.0,18.0,17.2,2023-07-01 11:00:00
140.0,5.7,135.0,18.3,17.4,2023-07-01 12:00:00
167.0,2.3,165.0,17.9,21.6,2023-07-01 13:00:00
373.0,152.6,249.0,18.8,21.2,2023-07-01 14:00:00
245.0,27.4,225.0,18.2,19.0,2023-07-01 15:00:00
258.0,121.2,183.0,18.5,19.4,2023-07-01 16:00:00
329.0,423.4,123.0,18.8,20.1,2023-07-01 17:00:00
206.0,350.7,86.0,18.4,18.2,2023-07-01 18:00:00
111.0,306.8,51.0,18.0,14.2,2023-07-01 19:00:00
24.0,81.5,16.0,17.2,13.5,2023-07-01 20:00:00
0.0,0.0,0.0,17.1,14.8,2023-07-01 21:00:00
0.0,0.0,0.0,17.1,15.4,2023-07-01 22:00:00
0.0,0.0,0.0,15.6,14.5,2023-07-01 23:00:00
0.0,0.0,0.0,15.3,14.0,2023-07-02 00:00:00
0.0,0.0,0.0,15.7,14.9,2023-07-02 01:00:00
0.0,0.0,0.0,15.5,16.9,2023-07-02 02:00:00
0.0,0.0,0.0,14.8,17.3,2023-07-02 03:00:00
7.0,29.5,5.0,13.8,16.0,2023-07-02 04:00:00
81.0,321.4,37.0,14.4,18.1,2023-07-02 05:00:00
213.0,539.5,64.0,15.5,20.5,2023-07-02 06:00:00
367.0,676.5,81.0,16.4,24.2,2023-07-02 07:00:00
515.0,738.9,100.0,17.2,25.6,2023-07-02 08:00:00
645.0,765.4,122.0,18.0,25.2,2023-07-02 09:00:00
725.0,733.8,153.0,18.4,25.6,2023-07-02 10:00:00
788.0,749.2,156.0,18.8,26.4,2023-07-02 11:00:00
825.0,772.5,152.0,19.0,27.8,2023-07-02 12:00:00
836.0,791.3,155.0,19.4,27.8,2023-07-02 13:00:00
702.0,632.7,188.0,19.2,27.8,2023-07-02 14:00:00
666.0,715.3,144.0,19.2,28.3,2023-07-02 15:00:00
346.0,174.6,238.0,18.6,24.8,2023-07-02 16:00:00
282.0,259.2,156.0,18.7,26.1,2023-07-02 17:00:00
197.0,313.1,90.0,18.0,19.7,2023-07-02 18:00:00
115.0,292.3,58.0,17.3,19.7,2023-07-02 19:00:00
24.0,71.5,17.0,16.4,19.7,2023-07-02 20:00:00
0.0,0.0,0.0,16.2,18.7,2023-07-02 21:00:00
0.0,0.0,0.0,15.2,15.0,2023-07-02 22:00:00
0.0,0.0,0.0,15.1,16.7,2023-07-02 23:00:00
0.0,0.0,0.0,15.3,19.1,2023-07-03 00:00:00
0.0,0.0,0.0,14.7,19.7,2023-07-03 01:00:00
0.0,0.0,0.0,13.4,15.6,2023-07-03 02:00:00
0.0,0.0,0.0,14.2,18.0,2023-07-03 03:00:00
4.0,0.0,4.0,14.0,16.8,2023-07-03 04:00:00
56.0,117.5,40.0,14.4,16.1,2023-07-03 05:00:00
181.0,389.5,74.0,15.4,16.3,2023-07-03 06:00:00
343.0,569.5,103.0,16.3,20.9,2023-07-03 07:00:00
385.0,467.5,123.0,16.5,23.7,2023-07-03 08:00:00
537.0,571.7,147.0,17.3,25.2,2023-07-03 09:00:00
542.0,456.0,187.0,17.7,27.3,2023-07-03 10:00:00
630.0,481.8,224.0,18.3,30.1,2023-07-03 11:00:00
588.0,446.9,199.0,18.0,30.1,2023-07-03 12:00:00
465.0,191.9,300.0,18.1,30.2,2023-07-03 13:00:00
244.0,23.4,225.0,17.2,27.0,2023-07-03 14:00:00
500.0,390.8,215.0,18.7,31.3,2023-07-03 15:00:00
278.0,179.6,167.0,18.1,27.0,2023-07-03 16:00:00
188.0,86.5,146.0,17.8,26.6,2023-07-03 17:00:00
175.0,216.9,101.0,17.9,30.1,2023-07-03 18:00:00
51.0,51.5,41.0,16.5,31.8,2023-07-03 19:00:00
3.0,0.0,3.0,14.8,27.6,2023-07-03 20:00:00
0.0,0.0,0.0,14.3,32.2,2023-07-03 21:00:00
0.0,0.0,0.0,14.1,22.6,2023-07-03 22:00:00
0.0,0.0,0.0,13.9,20.6,2023-07-03 23:00:00
0.0,0.0,0.0,14.6,14.2,2023-07-04 00:00:00
0.0,0.0,0.0,13.9,13.0,2023-07-04 01:00:00
0.0,0.0,0.0,13.5,12.3,2023-07-04 02:00:00
0.0,0.0,0.0,12.9,13.5,2023-07-04 03:00:00
5.0,15.1,4.0,13.1,15.6,2023-07-04 04:00:00
64.0,192.0,38.0,13.7,15.5,2023-07-04 05:00:00
184.0,421.0,69.0,15.0,16.1,2023-07-04 06:00:00
337.0,592.9,88.0,15.9,19.7,2023-07-04 07:00:00
447.0,584.9,120.0,16.9,22.3,2023-07-04 08:00:00
559.0,605.0,147.0,17.8,24.1,2023-07-04 09:00:00
674.0,677.9,147.0,18.6,26.2,2023-07-04 10:00:00
646.0,552.4,181.0,19.1,25.8,2023-07-04 11:00:00
715.0,620.9,175.0,19.5,26.5,2023-07-04 12:00:00
730.0,622.6,195.0,20.2,26.3,2023-07-04 13:00:00
575.0,461.0,201.0,20.0,21.2,2023-07-04 14:00:00
473.0,257.9,285.0,19.8,18.7,2023-07-04 15:00:00
288.0,155.4,192.0,19.1,17.4,2023-07-04 16:00:00
140.0,49.5,116.0,18.0,13.0,2023-07-04 17:00:00
48.0,0.0,48.0,16.8,5.8,2023-07-04 18:00:00
59.0,5.2,58.0,16.8,3.9,2023-07-04 19:00:00
11.0,0.0,11.0,16.3,9.0,2023-07-04 20:00:00
0.0,0.0,0.0,15.9,11.9,2023-07-04 21:00:00
0.0,0.0,0.0,16.1,15.1,2023-07-04 22:00:00
0.0,0.0,0.0,15.6,22.1,2023-07-04 23:00:00
0.0,0.0,0.0,15.5,19.2,2023-07-05 00:00:00
0.0,0.0,0.0,16.1,25.3,2023-07-05 01:00:00
0.0,0.0,0.0,16.0,29.5,2023-07-05 02:00:00
0.0,0.0,0.0,14.4,32.3,2023-07-05 03:00:00
5.0,15.3,4.0,13.3,33.0,2023-07-05 04:00:00
63.0,193.2,37.0,12.9,37.1,2023-07-05 05:00:00
66.0,0.0,66.0,12.2,36.9,2023-07-05 06:00:00
44.0,0.0,44.0,12.6,42.8,2023-07-05 07:00:00
45.0,0.0,45.0,13.1,42.9,2023-07-05 08:00:00
50.0,0.0,50.0,13.2,41.8,2023-07-05 09:00:00
130.0,0.0,130.0,13.5,38.8,2023-07-05 10:00:00
146.0,0.0,146.0,14.2,35.2,2023-07-05 11:00:00
393.0,59.8,341.0,15.0,30.8,2023-07-05 12:00:00
710.0,524.1,260.0,15.9,30.4,2023-07-05 13:00:00
527.0,347.9,245.0,16.7,29.9,2023-07-05 14:00:00
630.0,656.4,152.0,17.9,26.3,2023-07-05 15:00:00
518.0,630.5,129.0,17.0,21.2,2023-07-05 16:00:00
372.0,559.3,101.0,16.6,19.1,2023-07-05 17:00:00
203.0,367.8,78.0,15.8,13.7,2023-07-05 18:00:00
87.0,207.5,47.0,15.5,11.5,2023-07-05 19:00:00
25.0,93.1,16.0,14.3,8.8,2023-07-05 20:00:00
0.0,0.0,0.0,13.9,11.5,2023-07-05 21:00:00
0.0,0.0,0.0,13.7,12.6,2023-07-05 22:00:00
0.0,0.0,0.0,13.3,13.6,2023-07-05 23:00:00
0.0,0.0,0.0,13.0,10.9,2023-07-06 00:00:00
0.0,0.0,0.0,13.1,15.5,2023-07-06 01:00:00
0.0,0.0,0.0,13.7,17.0,2023-07-06 02:00:00
0.0,0.0,0.0,13.4,13.8,2023-07-06 03:00:00
4.0,15.5,3.0,13.3,14.6,2023-07-06 04:00:00
61.0,186.9,36.0,13.7,15.3,2023-07-06 05:00:00
175.0,374.3,74.0,14.9,16.6,2023-07-06 06:00:00
315.0,511.0,102.0,16.0,14.2,2023-07-06 07:00:00
489.0,695.8,102.0,17.5,15.0,2023-07-06 08:00:00
587.0,638.2,154.0,18.5,14.7,2023-07-06 09:00:00
647.0,522.5,242.0,19.2,14.9,2023-07-06 10:00:00
703.0,576.3,219.0,19.6,16.7,2023-07-06 11:00:00
783.0,725.7,153.0,19.3,18.7,2023-07-06 12:00:00
766.0,644.6,213.0,20.5,18.4,2023-07-06 13:00:00
706.0,621.0,203.0,20.8,18.0,2023-07-06 14:00:00
514.0,442.6,192.0,20.4,16.4,2023-07-06 15:00:00
331.0,165.5,229.0,20.1,11.8,2023-07-06 16:00:00
320.0,318.3,166.0,20.2,10.8,2023-07-06 17:00:00
161.0,103.2,126.0,19.5,8.4,2023-07-06 18:00:00
110.0,260.6,60.0,18.2,4.7,2023-07-06 19:00:00
25.0,104.0,15.0,16.1,5.2,2023-07-06 20:00:00
0.0,0.0,0.0,15.4,5.4,2023-07-06 21:00:00
0.0,0.0,0.0,14.9,7.6,2023-07-06 22:00:00
0.0,0.0,0.0,14.4,8.1,2023-07-06 23:00:00
0.0,0.0,0.0,13.7,7.2,2023-07-07 00:00:00
0.0,0.0,0.0,13.3,10.7,2023-07-07 01:00:00
0.0,0.0,0.0,13.5,13.0,2023-07-07 02:00:00
0.0,0.0,0.0,13.5,13.1,2023-07-07 03:00:00
5.0,15.8,4.0,13.7,13.1,2023-07-07 04:00:00
75.0,308.6,34.0,14.9,13.4,2023-07-07 05:00:00
206.0,548.4,59.0,16.7,14.0,2023-07-07 06:00:00
359.0,684.0,75.0,19.0,11.0,2023-07-07 07:00:00
512.0,769.8,85.0,21.5,11.9,2023-07-07 08:00:00
651.0,824.1,93.0,23.2,14.2,2023-07-07 09:00:00
763.0,859.2,98.0,24.2,13.0,2023-07-07 10:00:00
838.0,877.4,102.0,24.9,11.5,2023-07-07 11:00:00
873.0,889.1,102.0,25.9,13.0,2023-07-07 12:00:00
865.0,892.6,100.0,26.2,13.1,2023-07-07 13:00:00
810.0,879.9,98.0,26.5,13.7,2023-07-07 14:00:00
711.0,850.3,93.0,26.6,13.4,2023-07-07 15:00:00
581.0,802.5,87.0,26.5,12.6,2023-07-07 16:00:00
433.0,739.2,76.0,25.9,10.4,2023-07-07 17:00:00
274.0,615.2,66.0,24.6,12.2,2023-07-07 18:00:00
129.0,429.8,47.0,23.0,13.8,2023-07-07 19:00:00
26.0,125.5,14.0,22.0,14.9,2023-07-07 20:00:00
0.0,0.0,0.0,21.0,16.2,2023-07-07 21:00:00
0.0,0.0,0.0,20.3,17.0,2023-07-07 22:00:00
0.0,0.0,0.0,19.6,16.7,2023-07-07 23:00:00
0.0,0.0,0.0,19.7,17.7,2023-07-08 00:00:00
0.0,0.0,0.0,19.2,17.5,2023-07-08 01:00:00
0.0,0.0,0.0,18.5,17.1,2023-07-08 02:00:00
0.0,0.0,0.0,17.8,15.9,2023-07-08 03:00:00
4.0,16.0,3.0,17.1,13.7,2023-07-08 04:00:00
72.0,295.6,33.0,17.6,13.4,2023-07-08 05:00:00
199.0,533.4,57.0,19.2,11.2,2023-07-08 06:00:00
349.0,670.0,72.0,21.1,11.2,2023-07-08 07:00:00
500.0,752.1,84.0,23.1,11.2,2023-07-08 08:00:00
635.0,803.7,92.0,24.9,10.8,2023-07-08 09:00:00
743.0,836.0,97.0,26.6,8.6,2023-07-08 10:00:00
818.0,857.1,100.0,28.1,7.2,2023-07-08 11:00:00
851.0,865.9,101.0,30.6,9.9,2023-07-08 12:00:00
835.0,856.2,102.0,31.3,9.9,2023-07-08 13:00:00
739.0,771.9,115.0,31.1,12.0,2023-07-08 14:00:00
576.0,574.4,159.0,31.3,7.2,2023-07-08 15:00:00
501.0,579.1,145.0,31.9,4.9,2023-07-08 16:00:00
254.0,95.4,208.0,29.2,12.4,2023-07-08 17:00:00
137.0,44.5,122.0,27.7,10.5,2023-07-08 18:00:00
102.0,226.7,59.0,25.8,6.8,2023-07-08 19:00:00
23.0,105.2,13.0,23.3,6.3,2023-07-08 20:00:00
